endpoint,endpoint-url,parameters,plugin,entry-date,start-date,end-date
c889dd9321cf0fdcf2d2caf2be0d92cff0ec9b18a616881d108f2518c5231edc,https://raw.githubusercontent.com/digital-land/developer-agreement-type-collection/main/data/developer-agreement-type.csv,,,2021-09-10,,
